자치구명,법정동명,건물명,물건금액(만원),건물면적(㎡),토지면적(㎡),건축년도
은평구,역촌동,한양아트빌(77-3),24500,44.42,25.74,2010.0
강남구,대치동,대치현대,223000,85.0,0.0,1999.0
성북구,성북동,,450000,322.38,496.0,1986.0
구로구,고척동,대우,52000,59.96,0.0,1999.0
마포구,망원동,(429-30),25200,41.58,27.85,1986.0
강서구,마곡동,마곡센트럴대방디엠시티오피스텔,17000,24.02,34.5,2017.0
강동구,상일동,동아,50000,59.25,0.0,1997.0
구로구,구로동,럭키,54000,56.11,0.0,1992.0
양천구,신월동,낙원빌라(914-5),21000,36.78,30.57,1986.0
서대문구,연희동,회룡빌라,26500,59.88,27.29,1999.0
서초구,방배동,래미안방배에버뉴,163500,181.48,0.0,1977.0
광진구,자양동,227-179,12000,20.16,25.28,2016.0
강남구,청담동,청담대림이-편한세상,200000,81.84,0.0,2002.0
마포구,창전동,마포웨스트리버태영데시앙,90000,74.78,0.0,2019.0
동대문구,휘경동,휘경미소지움,59800,59.84,0.0,1999.0
노원구,상계동,각광빌라,11000,30.05,22.39,1991.0
양천구,목동,목동신시가지1,151000,65.34,0.0,1985.0
강북구,수유동,북한산스카이뷰아파트,36000,64.5,0.0,2020.0
도봉구,방학동,동아빌라,26000,55.59,29.27,2014.0
중구,신당동,(432-397),14000,43.54,28.04,1997.0
강남구,역삼동,역삼역센트럴푸르지오시티,21000,17.57,28.04,2019.0
동작구,노량진동,메가스터디타워,18000,19.28,31.54,2015.0
광진구,구의동,구의현대2단지,144800,84.91,0.0,1996.0
송파구,삼전동,도담하우스,35000,27.52,17.49,2017.0
도봉구,방학동,예다음,28500,46.51,36.51,2015.0
금천구,독산동,조일하이츠맨션,20000,57.75,28.4,2001.0
송파구,신천동,롯데캐슬골드,73500,57.56,84.08,2005.0
송파구,방이동,대우유토피아오피스텔,16500,26.22,39.25,1999.0
강동구,고덕동,고덕그라시움,166000,84.24,0.0,2019.0
구로구,구로동,구로동복합건물OPUS1,15000,31.2,40.59,2004.0
송파구,잠실동,아델리움,35950,26.73,16.63,2017.0
구로구,구로동,퀸즈파크 구일,13500,17.36,23.54,2019.0
서대문구,홍제동,,120000,289.6,139.0,1983.0
중랑구,면목동,삼한빌라,10000,45.2,35.75,1991.0
송파구,송파동,송파공원주택,15000,23.0,12.77,1997.0
노원구,상계동,상계주공11(고층),39500,41.3,0.0,1988.0
강동구,암사동,롯데캐슬퍼스트,150000,112.11,0.0,2008.0
강서구,화곡동,와이앤비,33500,25.38,15.19,2017.0
강서구,방화동,인덕(617-12),51000,57.1,34.7,2003.0
금천구,독산동,독산주공14단지,42000,44.94,0.0,1990.0
노원구,중계동,중계그린1단지,43000,39.78,0.0,1990.0
강북구,수유동,한솔힐스빌,23000,59.82,0.0,2000.0
강서구,화곡동,해솔벨리,36900,27.5,22.73,2021.0
강남구,역삼동,역삼 푸르지오 시티,26300,23.9,23.9,2016.0
은평구,구산동,젤라빌리지,9000,39.8,18.65,1992.0
노원구,월계동,초안2,28000,39.6,0.0,1997.0
구로구,오류동,삼성원빌(274-3),28800,74.22,43.47,2009.0
금천구,시흥동,,67344,143.88,122.0,1988.0
강서구,화곡동,타운스,26000,61.08,39.67,2009.0
송파구,석촌동,성현하이빌,14000,21.47,10.02,2002.0
관악구,신림동,(1583-31),8300,29.75,18.06,1991.0
마포구,공덕동,공덕2삼성래미안,118500,59.97,0.0,2004.0
양천구,목동,목동신시가지1,287000,154.44,0.0,1985.0
영등포구,대림동,금강빌라18동,12500,49.37,36.88,1987.0
구로구,개봉동,웰하우스(288-13),23000,31.19,18.92,2018.0
강서구,화곡동,드리움,35000,22.71,14.12,2022.0
은평구,응암동,세영스카이타운,31000,37.0,24.8,2019.0
성동구,금호동4가,힐스테이트서울숲리버,136000,59.98,0.0,2018.0
성동구,옥수동,옥수파크힐스101동~116동,150000,59.88,0.0,2016.0
동대문구,장안동,제이드파크(382-2),12000,29.94,0.0,2014.0
동대문구,장안동,화성로얄빌,23000,29.98,23.43,2017.0
도봉구,방학동,청도빌라,11600,40.96,22.21,2001.0
송파구,잠실동,잠실엘스,186000,84.88,0.0,2008.0
양천구,신월동,신목동비바힐스,46850,54.83,68.37,2023.0
강동구,암사동,(459-32),34000,41.82,26.04,2016.0
금천구,시흥동,,62609,143.28,113.0,1986.0
강서구,등촌동,주공5,50000,37.67,0.0,1995.0
서대문구,홍은동,초원,28500,49.26,0.0,1988.0
금천구,시흥동,별하우스,25500,58.46,34.8,2014.0
금천구,시흥동,,57609,147.96,113.7,1990.0
양천구,신정동,목동신시가지12,147000,71.64,0.0,1988.0
마포구,성산동,주영아트빌라B동,30000,65.14,33.47,1998.0
관악구,봉천동,정림빌라,23000,50.07,31.22,1991.0
은평구,불광동,라이프미성,75700,84.65,0.0,1988.0
노원구,공릉동,태강아파트(아이파크),45300,49.6,0.0,1999.0
금천구,시흥동,별하우스,26700,57.48,34.22,2014.0
은평구,응암동,송원하이본,12700,35.62,45.42,2003.0
양천구,목동,한솔파크빌,25500,66.4,41.08,2007.0
송파구,석촌동,석촌호수 나인파크 A,26500,19.34,35.18,
강북구,수유동,하나파크빌,21500,61.45,31.63,2002.0
중랑구,중화동,세종에코그린(327-101),22000,17.16,10.4,2015.0
송파구,방이동,쌩모리빌오피스텔,26500,44.22,59.26,2003.0
양천구,신월동,그린빌리지,14000,35.45,19.85,2011.0
양천구,신월동,신안파크,47000,56.78,0.0,1987.0
강동구,상일동,고덕센트럴IPARK,139500,84.91,0.0,2019.0
구로구,구로동,신성미소지움,59000,71.04,0.0,2003.0
동작구,상도동,원림아트빌라,91200,69.12,44.84,1994.0
양천구,신정동,헤리티지Ⅱ,29700,27.05,35.86,2020.0
관악구,신림동,세진타운,37500,51.19,25.43,2014.0
마포구,성산동,우리집빌라,36700,42.49,24.13,2002.0
서대문구,북가좌동,롯데아트빌,26700,64.68,29.23,2005.0
강서구,화곡동,드리움,39900,29.02,18.05,2022.0
은평구,대조동,하나블루힐스,28000,29.82,18.34,2019.0
강북구,미아동,미도하이캐슬,20000,67.89,38.5,2006.0
송파구,가락동,	(79-5)	,19500,56.5,56.5,1994.0
송파구,삼전동,성민주택,40000,64.31,28.57,1992.0
마포구,노고산동,신촌르?메이에르타운(Ⅱ),14000,26.07,35.43,1999.0
용산구,이촌동,한가람,218000,84.96,0.0,1998.0
은평구,응암동,응암동금호,58500,59.82,0.0,1998.0
마포구,도화동,한화오벨리스크,52500,38.08,0.0,2004.0
관악구,봉천동,월드베스트,34000,49.87,32.79,2015.0
구로구,구로동,대림역포스큐,10900,21.26,31.96,2015.0
종로구,익선동,현대뜨레비앙,43500,48.54,0.0,2003.0
관악구,신림동,상지빌라다동,8500,33.03,26.82,1989.0
송파구,방이동,벨리시모 오피스텔,14200,19.53,26.18,2013.0
강서구,화곡동,라뜰리에,28200,29.91,19.79,2019.0
중랑구,묵동,서원맨션(173-13),35000,79.61,43.47,2002.0
마포구,망원동,미래하이츠,33050,27.24,16.7,2023.0
마포구,망원동,미래하이츠,31650,27.18,16.66,2023.0
광진구,자양동,"진연빌(A,B동)",54000,58.36,32.66,2020.0
양천구,신월동,벽산블루밍1단지,79000,84.58,0.0,2003.0
마포구,망원동,대상4,77500,84.9,0.0,2000.0
강서구,마곡동,힐스테이트에코마곡,19500,23.75,23.75,2016.0
마포구,상수동,오벨리스크,12500,19.3,23.09,2002.0
동대문구,휘경동,뉴하이츠맨션,30000,59.37,30.31,1993.0
마포구,망원동,미래하이츠,32650,27.31,16.74,2023.0
마포구,망원동,미래하이츠,35350,29.24,17.93,2023.0
금천구,시흥동,별하우스,26000,58.46,34.8,2014.0
마포구,망원동,미래하이츠,33850,27.88,17.09,2023.0
양천구,신정동,목동신시가지9,232000,126.53,0.0,1987.0
강북구,미아동,(258-334),20000,23.85,15.81,2000.0
강서구,염창동,염창1차한화꿈에그린,99000,59.94,0.0,2005.0
동작구,상도동,대성하이츠빌라,16500,34.16,16.76,1994.0
은평구,갈현동,한솔,43500,59.94,0.0,1997.0
노원구,상계동,제3차정의빌라,20000,50.48,24.0,1992.0
강서구,화곡동,(362-67),15000,41.1,27.98,1986.0
영등포구,대림동,썬그린파크,25600,29.91,19.98,2015.0
영등포구,당산동4가,당산현대3차,93000,73.27,0.0,1988.0
영등포구,당산동6가,금호주택1동(185-0),69500,41.13,35.42,1986.0
마포구,합정동,(81-45),61900,65.81,44.34,1990.0
영등포구,대림동,우영하이빌,25000,46.29,25.65,2006.0
양천구,신정동,목동신시가지9,197000,106.93,0.0,1987.0
용산구,이촌동,강촌,153500,59.12,0.0,1998.0
마포구,망원동,파란도시,19800,31.95,21.42,2008.0
마포구,망원동,미래하이츠,33050,26.85,16.46,2023.0
양천구,신정동,목동신시가지11,135000,66.24,0.0,1988.0
서초구,반포동,태평아트빌라,63000,47.61,11.3,1997.0
영등포구,여의도동,여의도파라곤,105000,68.88,99.54,2005.0
성북구,길음동,길음뉴타운7단지(두산위브),113000,84.99,0.0,2010.0
강동구,천호동,중앙하이츠,54000,59.85,0.0,1998.0
강서구,등촌동,사랑채2,35000,58.42,32.57,2010.0
도봉구,창동,경화빌라,15000,46.27,23.48,2002.0
마포구,망원동,미래하이츠,32550,26.85,16.46,2023.0
광진구,구의동,센토레아(224-54),25500,43.7,17.98,2011.0
송파구,방이동,나루마루,28000,28.32,16.94,2018.0
마포구,망원동,미래하이츠,32200,27.18,16.66,2023.0
성북구,정릉동,금강빌라(266-167),17200,63.18,37.06,1997.0
강동구,둔촌동,신동아파밀리에,102000,84.16,0.0,2002.0
강서구,마곡동,미르웰플러스오피스텔,14600,19.46,27.8,2015.0
은평구,응암동,고은명가,20800,29.71,18.18,2014.0
강동구,성내동,신이모닝빌,64000,84.83,0.0,2004.0
관악구,봉천동,동아빌라8차,31000,74.64,28.51,2000.0
관악구,신림동,더퍼스트휴,30000,38.38,30.21,2016.0
양천구,목동,청수빌라(531-3),36000,75.41,41.5,2003.0
강북구,번동,스카이뷰B동,13000,34.22,23.03,2014.0
강서구,화곡동,영진빌라(102-143),22500,58.37,23.96,2001.0
마포구,망원동,미래하이츠,35300,29.99,18.39,2023.0
관악구,봉천동,반도빌라(635-192),16500,30.12,16.82,1992.0
중구,신당동,두원남산빌라8,33000,64.17,29.59,2001.0
동대문구,용두동,신동아,65500,58.59,0.0,1994.0
양천구,신월동,신정두산위브,84000,75.63,0.0,2012.0
구로구,개봉동,탑빌리지(312-36),23500,47.61,23.1,2003.0
동대문구,전농동,청량리역 롯데캐슬 SKY-L65,105000,84.99,0.0,0.0
마포구,망원동,미래하이츠,34800,29.24,17.93,2023.0
동작구,상도동,더클래식,42600,29.56,18.44,2023.0
광진구,자양동,리버코르소,47500,47.79,29.16,2023.0
강동구,고덕동,고덕그라시움,145000,73.87,0.0,2019.0
동대문구,청량리동,하이트빌,51000,83.46,44.06,2001.0
강동구,둔촌동,노바,22500,40.62,0.0,2002.0
강서구,화곡동,새서울빌라,15400,42.54,36.54,1987.0
서초구,반포동,반포래미안아이파크,235000,59.95,0.0,2018.0
성동구,송정동,,90000,158.4,99.0,1990.0
마포구,망원동,미래하이츠,31800,26.85,16.46,2023.0
구로구,고척동,대우,66500,84.99,0.0,1999.0
노원구,공릉동,샤론빌라,20000,58.32,32.32,2002.0
은평구,응암동,백련산해모로,68000,50.74,0.0,2020.0
서대문구,북가좌동,삼성쉐르빌,28500,57.95,30.68,2005.0
마포구,합정동,(426-25),35000,52.07,32.11,2002.0
양천구,신정동,마음의도시,33500,28.04,39.53,2021.0
송파구,문정동,미소로,50000,80.67,0.0,2004.0
마포구,망원동,미래하이츠,36050,29.43,18.04,2023.0
성북구,종암동,,60000,84.09,66.0,2022.0
광진구,자양동,스타필드리버뷰Ⅰ,59500,29.44,16.56,2023.0
송파구,석촌동,파크팰리스,50000,50.62,24.8,2017.0
광진구,자양동,리시안,39500,38.06,20.17,2016.0
관악구,신림동,행복타운,43000,81.85,44.24,2008.0
성북구,보문동6가,로하스빌11차,44000,59.89,35.34,2018.0
마포구,합정동,엘에스시티뷰,16000,15.32,9.92,2015.0
노원구,상계동,오피앙,9500,23.37,33.74,2004.0
마포구,망원동,미래하이츠,33950,27.67,16.97,2023.0
강남구,자곡동,강남힐스테이트에코,18200,23.73,31.46,2014.0
마포구,망원동,미래하이츠,32500,27.19,16.67,2023.0
강북구,수유동,수유현대,62800,84.51,0.0,2000.0
관악구,신림동,국제알앤드씨,30500,28.58,17.76,2018.0
강북구,수유동,,14000,50.58,56.0,2000.0
마포구,망원동,망원아트빌라,48000,41.4,25.92,1995.0
도봉구,쌍문동,로뎀빌,32800,52.56,40.78,2017.0
송파구,송파동,호수,58000,53.0,0.0,2000.0
구로구,오류동,양지마을(171-8),46000,59.13,33.03,2022.0
마포구,망원동,미래하이츠,35550,29.43,18.04,2023.0
마포구,성산동,유성빌라,30500,35.05,15.27,1996.0
강동구,성내동,432에비뉴,13937,14.14,10.15,2019.0
강북구,수유동,미래하이츠,23000,26.05,17.13,2023.0
구로구,구로동,	(104-10)	,9000,38.71,63.27,1994.0
노원구,월계동,미성,66000,50.14,0.0,1986.0
강북구,수유동,미래하이츠,32900,39.97,26.28,2023.0
관악구,신림동,관악산휴먼시아2단지,69000,84.97,0.0,2008.0
동작구,상도동,영산아트빌라,21150,47.61,26.32,1992.0
은평구,진관동,폭포동4단지힐스테이트(408~422동)BL3-9,131000,166.96,0.0,2010.0
강남구,일원동,디에이치자이개포,385000,118.68,0.0,2021.0
강동구,고덕동,래미안힐스테이트고덕,121000,59.35,0.0,2016.0
강북구,수유동,미래하이츠,31600,36.48,24.0,2023.0
강동구,천호동,엘림하우스(37-15),31000,37.97,25.15,2015.0
동작구,상도동,더클래식,41000,29.88,18.64,2023.0
중랑구,상봉동,상봉아트빌라,27200,52.59,38.36,1995.0
중랑구,신내동,신내6대주,58950,59.76,0.0,1996.0
강남구,개포동,디에이치 퍼스티어 아이파크,135203,59.97,0.0,0.0
중랑구,묵동,(122-123),20000,29.46,25.0,2014.0
도봉구,쌍문동,와이앤캐슬(286-68),22000,43.7,25.9,2016.0
은평구,신사동,다베로(26-30),47500,50.09,35.9,2023.0
광진구,자양동,더샵스타시티,242000,163.53,0.0,2007.0
은평구,진관동,박석고개1단지힐스테이트(101~111동)BL2-12,73000,59.85,0.0,2009.0
성북구,장위동,장위자이 레디언트,112240,84.89,0.0,0.0
강북구,수유동,미래하이츠,33300,39.97,26.28,2023.0
용산구,청파동2가,(1-23),55750,28.12,18.32,2022.0
강남구,역삼동,강남역 서희스타힐스 오피스텔,23000,29.88,45.7,2012.0
동작구,상도동,신성아트빌라,29000,47.29,35.41,1991.0
강서구,등촌동,청솔펠리체,69000,83.51,0.0,2011.0
중랑구,면목동,(1362-0),23000,48.6,61.06,1979.0
강남구,대치동,동부센트레빌,475000,145.83,0.0,2005.0
강북구,수유동,미래하이츠,34700,43.2,28.4,2023.0
강서구,화곡동,탑빌리지,12000,55.75,23.35,2001.0
송파구,가락동,목화빌라5,18500,37.98,18.87,2002.0
강북구,수유동,신우(B),14500,23.4,20.47,1992.0
마포구,서교동,엠제이더퍼스트홍대,27000,14.97,0.0,2018.0
서대문구,남가좌동,주원베르빌(102동),28500,29.67,16.54,2017.0
강동구,성내동,432에비뉴,23281,14.14,10.15,2019.0
강서구,화곡동,,138092,263.77,181.5,1985.0
구로구,구로동,주공1,75000,73.68,0.0,1986.0
광진구,구의동,궁전빌라(208-22),41000,75.32,46.43,1992.0
강북구,수유동,미래하이츠,37250,44.97,29.57,2023.0
강동구,천호동,골드센템,48000,51.69,33.42,2022.0
송파구,방이동,올림픽선수기자촌1단지,190000,83.06,0.0,1988.0
강서구,화곡동,한경빌(938-26),16000,25.15,0.0,2014.0
강서구,화곡동,호성파크맨션3차,20500,59.7,28.92,1996.0
강북구,수유동,미래하이츠,34500,42.99,28.26,2023.0
강북구,수유동,미래하이츠,35050,42.99,28.27,2023.0
영등포구,여의도동,콤비빌딩,21000,56.58,63.6,1994.0
동대문구,휘경동,(286-109),31800,44.47,29.75,2006.0
마포구,성산동,삼정빌리지,32000,61.2,25.97,1992.0
마포구,망원동,대명엘레강스1,17700,19.32,11.9,2011.0
서초구,반포동,,1233728,423.75,654.9,1983.0
강동구,상일동,고덕자이,142000,84.45,0.0,2021.0
강북구,수유동,동익빌라,12000,49.52,43.06,1982.0
서초구,서초동,강남역 한화오벨리스크,24000,33.58,45.28,2003.0
서초구,서초동,하림인터내셔날 오피스텔,26900,24.12,40.19,2013.0
강동구,성내동,432에비뉴,23281,24.13,17.32,2019.0
강북구,수유동,미래하이츠,35250,43.2,28.4,2023.0
마포구,노고산동,신촌르?메이에르타운(Ⅱ),14900,28.01,38.14,1999.0
강서구,화곡동,상우빌라A,21000,56.07,29.2,2002.0
마포구,도화동,마포트라팰리스,79000,73.72,95.04,2006.0
강동구,성내동,432에비뉴,13937,14.14,10.15,2019.0
강동구,성내동,토성타운(519-8),30400,62.91,29.2,2002.0
성북구,정릉동,정릉꿈에그린,70700,59.63,0.0,2015.0
도봉구,도봉동,삼창빌라,8400,59.86,28.52,1997.0
동대문구,답십리동,청계푸르지오시티,37800,30.42,0.0,2015.0
송파구,가락동,가락하이츠,30000,56.79,31.26,1990.0
강북구,수유동,신성젠트리스(296-31),30000,59.66,36.66,2015.0
성북구,하월곡동,래미안월곡,88600,84.59,0.0,2006.0
서대문구,남가좌동,DMC파크뷰자이2단지,110000,84.97,0.0,2015.0
영등포구,당산동5가,당산센트럴아이파크,156000,84.98,0.0,2020.0
강남구,청담동,청담동삼성1차(101동),149000,59.4,0.0,1997.0
마포구,서교동,서교스위트하우스3,32000,29.43,17.31,2014.0
서초구,양재동,트윈타워,14000,24.07,24.07,1991.0
양천구,신월동,신월시영,57500,50.67,0.0,1988.0
강동구,천호동,골드센템,48000,51.69,33.42,2022.0
서대문구,홍제동,동일3차,60000,84.76,0.0,2002.0
중랑구,면목동,(1362-0),25000,48.6,61.06,1979.0
강북구,수유동,미래하이츠,25750,29.7,19.53,2023.0
강동구,성내동,432에비뉴,23281,24.13,17.32,2019.0
노원구,중계동,중계무지개,42000,39.96,0.0,1991.0
강동구,성내동,432에비뉴,15687,15.83,11.37,2019.0
강동구,성내동,432에비뉴,13937,14.14,10.15,2019.0
중랑구,상봉동,정원팰리스,36500,57.31,34.4,2015.0
동작구,상도동,493-7,35000,41.53,25.09,2015.0
종로구,행촌동,힐탑빌라,45000,59.85,19.37,2001.0
노원구,중계동,중계무지개,50000,49.89,0.0,1991.0
중랑구,면목동,(1363-0),23000,59.16,52.06,1979.0
중구,황학동,그랜드힐오피스텔,42500,55.33,0.0,2017.0
강북구,수유동,미래하이츠,24350,27.61,18.15,2023.0
송파구,거여동,휴먼빌 시티,17500,23.14,34.0,2020.0
강남구,개포동,대청타워,23000,31.91,44.75,1997.0
구로구,개봉동,레오하이츠2차(305-8),34300,77.38,39.35,2000.0
강동구,성내동,432에비뉴,28901,29.96,21.51,2019.0
강북구,미아동,(416-79),45000,50.5,22.0,1993.0
성북구,종암동,우성맨션비동,35000,67.11,31.3,2003.0
동대문구,장안동,양우 내안애 애플,10700,18.64,28.02,2014.0
강서구,화곡동,동남주택(163-25),17000,43.59,20.56,2003.0
광진구,구의동,다성리버텔,21000,29.97,38.69,2002.0
강동구,성내동,432에비뉴,28901,29.96,21.51,2019.0
강북구,수유동,에코빌,26000,34.26,29.99,2013.0
마포구,성산동,상암월드시티,10300,16.52,23.59,2014.0
강남구,압구정동,"현대7차(73~77,82,85동)",685000,196.7,0.0,1979.0
